Date,Close,Volume,Year,Month,Close_Lag1,Volume_Lag1,Close_Change,Volume_Change,Cluster
2008-03-11,11100,31354900,2008,3,11080.0,17898000.0,20.0,13456900.0,1
2008-03-12,11200,24374050,2008,3,11100.0,31354900.0,100.0,-6980850.0,0
2008-03-13,11000,30835150,2008,3,11200.0,24374050.0,-200.0,6461100.0,1
2008-03-14,10940,22180950,2008,3,11000.0,30835150.0,-60.0,-8654200.0,0
2008-03-17,11000,40741250,2008,3,10940.0,22180950.0,60.0,18560300.0,1
2008-03-18,11360,42480400,2008,3,11000.0,40741250.0,360.0,1739150.0,1
2008-03-19,11820,35035300,2008,3,11360.0,42480400.0,460.0,-7445100.0,1
2008-03-20,12120,32334250,2008,3,11820.0,35035300.0,300.0,-2701050.0,1
2008-03-21,12140,21574750,2008,3,12120.0,32334250.0,20.0,-10759500.0,0
2008-03-24,11980,10591650,2008,3,12140.0,21574750.0,-160.0,-10983100.0,0
2008-03-25,12200,21415850,2008,3,11980.0,10591650.0,220.0,10824200.0,1
2008-03-26,12240,15949800,2008,3,12200.0,21415850.0,40.0,-5466050.0,0
2008-03-27,12100,20926650,2008,3,12240.0,15949800.0,-140.0,4976850.0,1
2008-03-28,12260,25343000,2008,3,12100.0,20926650.0,160.0,4416350.0,1
2008-03-31,12460,29338650,2008,3,12260.0,25343000.0,200.0,3995650.0,1
2008-04-01,12720,33978600,2008,4,12460.0,29338650.0,260.0,4639950.0,1
2008-04-02,13220,38936050,2008,4,12720.0,33978600.0,500.0,4957450.0,1
2008-04-03,13240,21675750,2008,4,13220.0,38936050.0,20.0,-17260300.0,0
2008-04-04,13000,17505650,2008,4,13240.0,21675750.0,-240.0,-4170100.0,0
2008-04-07,13000,18348000,2008,4,13000.0,17505650.0,0.0,842350.0,0
